Source,Target,Weight
49,86,0.032660094121514
50,201,0.31054816850097167
50,206,0.13028261853010845
50,211,0.035581149906230174
50,213,0.9868797697791545
50,229,0.21190140751154873
50,230,0.7334447150548243
50,252,0.12145786549594961
50,310,0.44334410494568577
50,341,0.4329700492112811
50,414,0.7173786857409128
50,419,0.034762261989744636
50,481,0.7709606548675095
50,495,0.7964479352166693
52,58,0.10814007733882444
52,104,0.6762253170568692
52,113,0.7838186089644531
52,116,0.056827345845764106
52,122,0.039730937471027385
52,124,0.0653277775424782
52,128,0.38743028788497613
52,165,0.14482535014557174
52,166,0.2404490586230872
53,59,0.13432685732270178
53,68,0.12673285717997917
54,58,0.03658688119038844
54,60,0.796416281077126
54,87,1.0286791779311202e-06
54,104,0.2519453189253261
54,134,0.027704749342893686
54,136,0.33698867674174093
54,139,0.21449831277244535
54,140,0.3234139520750491
55,73,0.5402000758575808
55,90,0.5863881063341397
55,99,0.027785765171112455
55,100,0.5166642588508528
56,58,0.03767300823205328
56,60,0.020138804466131283
56,92,0.47387140075101564
56,93,0.362317306898847
56,97,0.02601943144623654
56,103,0.017687386039538466
56,107,0.8520204858093893
56,113,0.208076205044319
56,120,0.15771306270499563
56,121,0.541025806221849
56,122,0.17915312497804334
56,124,0.3754959718434911
56,142,0.900515878790006
56,155,0.9744861669327501
56,157,0.07900920926283965
56,159,0.6913692256401962
56,162,0.8285587044379064
56,169,0.8823568241761374
56,170,0.6471195432274905
56,175,0.627462927395775
56,178,0.8319986337780464
56,180,0.4615085619015511
57,94,0.30242575033201213
57,103,0.005559530797791718
57,104,0.011015868369956737
57,124,0.12711584440836854
57,160,0.33258773223933846
58,62,0.054654632675608474
58,73,0.2987118703403951
58,92,0.3326886267513051
58,104,0.010292052995814219
58,105,0.1433731885501868
58,113,0.0004427105403256459
58,122,0.033228581836419635
58,124,0.3600057655523701
58,137,0.8121491216877936
58,144,0.27200926078611487
58,162,0.04647651352801848
58,169,0.10620781230035345
59,90,0.016527059390485252
60,120,0.1645939809173616
60,150,0.13115446255645505
60,162,0.006800295414440831
61,113,0.0007370007139547498
62,77,0.8487899451759557
62,134,0.1146359141201559
62,150,0.10442905319013437
62,155,0.003370045638019574
62,210,0.4604157170692217
64,203,0.5514084219835576
64,395,0.8022363840368096
66,82,0.260425386420137
67,203,0.2538844736357378
67,265,0.5362858769279865
67,300,0.9344302424227615
69,98,0.5098962270776234
69,109,0.22647972504886885
69,201,0.4336152210416696
69,215,0.6302603171028711
69,257,0.36026452634415596
71,163,0.06654168192673188
71,229,0.00042803112995405885
71,495,0.12903719670903693
72,97,0.00274415787916174
72,307,0.6831887362067945
72,430,0.2088711804098673
73,120,0.07928095728861079
73,125,0.9171006848138391
73,129,0.8763819924433333
73,136,0.1733393510829196
73,171,0.1006965063569557
73,186,0.17297272905382066
74,94,0.0062113971254088495
74,111,0.5837691931123404
75,80,0.7316617314143956
76,559,0.22579790407895295
77,95,0.049009239488195196
77,165,0.040637615845983674
77,228,0.050013795375067005
77,229,0.0012371935066684307
79,80,0.1290884684781644
83,89,0.22426266786518356
83,195,0.5584024190460494
84,151,0.4557954619058543
87,88,0.1824016649945761
87,89,0.02094850821982981
87,95,0.16629566717278665
87,106,0.4284225736659425
87,110,0.7133328899936237
87,114,0.4276905138126331
87,115,0.46166973313035053
87,117,0.1620061654731981
87,120,0.005739744119503726
89,107,0.1327203481799835
89,161,0.5044929772767166
89,169,0.006728379875958972
90,414,0.12295699310876587
91,97,0.01945481230157548
92,122,0.059013011940679566
92,141,0.6185894842948418
94,117,0.4840088905875967
95,229,1.6682577144595973e-05
97,103,0.0006797107784606432
97,104,0.021388151384946562
97,107,0.0075172892251028686
97,108,0.5550888802848868
97,117,0.037411003740033075
97,122,0.01016940914411174
97,136,0.057800130618692595
97,137,0.12661718667880428
97,162,0.026114361137667057
97,169,0.004010050541292785
97,194,0.18629735341188153
101,108,0.01188403952846342
101,159,0.0925863076722944
102,194,0.04098330170353803
103,113,0.006723445526763229
103,122,0.0013330353915994976
103,155,0.019882835368828306
103,161,0.31368924205008225
103,166,0.4720843375647121
103,169,0.0006196356604418552
103,170,0.15659943666075865
104,117,0.2033748293885186
104,122,0.0032488586698283385
104,127,0.10299523482344819
104,168,0.4330679705602376
105,177,0.8640113004199068
105,188,0.8203200893799965
107,108,0.18743251490513177
107,113,0.00013840965952121507
107,120,0.00431936491089586
107,121,0.22831448484022382
107,140,0.30941247421526513
107,157,0.2318359010727587
107,170,0.14329776689471788
107,182,0.7651267776042868
107,188,0.12202512512816237
108,120,0.004723495616140882
108,121,0.0015078537142570374
108,122,0.0006725034555153591
108,182,0.05161694096138847
108,188,0.036407158519217026
108,211,0.5231654813694315
108,213,0.0058214592600778535
108,223,0.28745246759557064
108,229,0.0003807945348168348
109,120,0.010802963483628527
109,122,7.627404283900241e-06
109,129,0.06879024820261818
109,169,3.901254225101704e-05
109,222,0.06332919491281785
109,305,0.36110627583943233
109,327,0.15024217269053464
110,114,0.44516463192494526
110,134,0.5235493290963873
112,325,0.7479796628434735
112,412,0.01670548032933894
112,430,0.3119423981300507
112,478,0.29711024107061335
112,514,0.6175015425805083
112,545,0.1333940277183866
112,550,0.012578740838367408
112,561,0.5613005959062191
112,569,0.20102687308811273
112,633,0.11686329896130143
112,636,0.41590189175469083
112,665,0.4805062938563196
112,689,0.5330401778113263
112,706,0.03456027211545687
112,708,0.32001863447496437
112,714,0.010945898059556147
112,737,0.89646207228197
113,120,0.025385566800243457
113,170,0.024549291383955642
113,175,0.17252478363917337
114,122,8.109203254778588e-06
114,127,0.293157562144141
117,122,9.565584015681971e-08
117,169,2.7066126736975486e-05
117,177,0.04547794071711863
117,211,0.01764241655580561
117,297,0.713544657626113
117,446,0.20051281635211335
117,470,0.8551548447919277
117,605,0.22257012876935012
118,222,0.5391751357356105
118,237,0.47064656497136637
119,158,0.14205021929889727
119,258,0.2863087972287589
119,310,0.5197990967092861
119,316,0.5139939610293321
119,349,0.8730380241829675
119,363,0.8771061953649548
120,125,0.0015391684347778203
120,183,0.3319498988837585
120,184,0.11862292848714395
120,185,0.5937919849246733
121,122,7.332968937245581e-10
122,123,0.22010919570517323
122,124,0.018532518106967284
122,162,0.007075443610422734
122,168,0.15998048185874614
122,170,0.01584082606368974
122,171,0.16481730637219394
122,173,0.5594518628914954
123,124,0.008969374182067323
123,145,0.015998743539987488
123,167,0.7171060557807771
127,129,0.04316862230547956
127,142,0.046830811053443645
127,161,0.1636510192407987
127,169,9.64033109780961e-06
127,170,0.0055922506721097585
127,190,0.8061837769970739
127,194,0.0015867424123354062
127,204,0.9272000610627148
128,177,0.05905539421308964
129,130,0.6079292763833184
129,169,8.616220485422494e-07
129,196,0.6320765236102622
129,223,0.6077472442989307
129,228,0.5135538697839529
129,232,0.3146255360346274
129,236,0.43835947831427424
129,276,0.5775086791065618
129,277,0.8527877765784224
131,203,0.03818038562013791
131,272,0.44692701619636777
131,360,0.9513239519750937
131,384,0.623485404422242
131,391,0.06216973882638677
131,398,0.9799042885825672
131,409,0.08785035821244325
131,415,0.04021592502288007
131,441,0.10915745373348851
131,447,0.14809522735177505
131,452,0.7854578972246411
131,454,0.4139552740055531
131,455,0.8500653376913401
131,460,0.6055724717294897
131,481,0.22666704427140374
131,487,0.10257323562369536
131,503,0.1282803256045466
131,505,0.18463009538292408
131,522,0.22624176331885226
131,535,0.025711423769179467
131,559,0.006732659722109063
131,561,0.38369726176736746
131,607,0.07666494571411192
131,616,0.18865881838921736
132,142,0.016846379539494957
132,169,1.1914394866666895e-07
132,186,0.42380663544809477
132,204,0.008452332706732102
132,223,0.032584115396194664
132,238,0.06339337211433549
132,239,0.2080266931301351
132,258,0.4135913586739821
133,169,4.5935096506618414e-07
133,246,0.09711161860307538
133,288,0.8221805684389822
133,330,0.635051309466969
133,350,0.06130327189581175
135,689,0.007946207646185746
135,821,0.1531662584876814
135,831,0.6654427918975099
135,833,0.09687989030908639
135,854,0.6992295910909674
138,230,0.08236451617015736
138,238,0.34175089622996224
138,323,0.23636671630725892
138,430,0.1401078628610271
138,436,0.06282494946223482
138,446,0.044939810250846556
138,452,0.027188576527336927
138,454,0.22977109449767302
138,455,0.13998995075079493
138,457,0.6814526569115129
139,229,0.0019014245931018162
139,327,0.8224491480381984
140,155,0.0010512077966208415
140,219,0.13054595836586125
142,162,7.22090173454493e-05
142,186,0.04685538441482014
142,204,0.043122691487111585
142,206,0.011574770299479252
142,216,0.002520648112260271
142,239,0.27226217433290567
142,253,0.7383288784964149
143,355,0.1897789044080066
146,556,0.387779790456938
146,716,0.6234307907313952
147,162,0.00032771927510898943
147,198,0.017026026781124852
147,238,0.2127030692346393
147,253,0.20859592572731633
147,256,0.314710222121935
147,266,0.8664896485964498
147,272,0.08582524500042926
147,304,0.8556934442961344
147,308,0.18142614031197923
147,313,0.2090390990381682
148,327,6.278315214381482e-05
151,155,0.0008348149339075819
151,156,0.6461350854256679
151,188,0.01064410402464235
151,192,0.06327952751216631
151,204,0.019283184680696265
151,213,0.00672126362570055
151,214,0.9507073866042489
151,215,0.34530711837501277
152,215,0.020098708822272625
152,247,0.814577587564484
153,224,0.43954162787044027
153,226,0.6302044548297498
153,305,0.024722466698564025
154,187,0.14711143502643942
154,198,0.031026964241792476
154,224,0.2882721805451276
154,272,0.009800095187687952
154,336,0.16633029115331
155,162,6.432771921192207e-05
155,188,0.0013164494549136835
155,195,0.007425391339189888
155,207,0.5839137426287937
155,209,0.4926340149909565
156,214,0.013059174826734462
157,169,1.6713684857402257e-09
157,188,0.00033323222551762615
157,203,0.12665977305174256
157,272,0.01903950639230056
157,321,0.12770057284130687
159,165,0.11173514012479129
159,169,2.6745115969197798e-09
160,165,0.054968235042520464
160,229,0.0004540464405342641
160,326,0.9147830772841222
160,327,0.008292049197500553
161,172,0.9168078525784155
161,194,0.0033184089614489366
161,233,0.7941324502229277
162,204,0.0003061734730055769
163,229,0.0010320689044803699
163,373,0.42351094474594475
163,379,0.9465200106017787
163,380,0.5901009993943979
163,398,0.017653165874470102
163,465,0.2380255840429677
163,495,0.06156682468531765
164,169,5.742354332991806e-08
164,336,0.4451104647328439
164,350,0.7452036938942092
165,169,8.414687132657323e-09
165,174,0.40122383466131617
165,177,0.014766364524458116
165,193,0.3977435390645242
165,214,0.02080586202043819
165,223,0.007398677003252998
165,229,0.00010524881900305142
165,247,0.0016858794512658426
167,216,0.8730592101243393
169,190,0.17761039849585372
169,191,0.3976416090598369
169,192,0.002857110888365097
169,194,0.006352172285358467
169,198,0.005957006928595529
169,201,0.2094643656155263
169,202,0.29554207103762686
169,203,0.025197861293435594
169,204,0.0008461444908761613
169,208,0.7209740888617723
169,211,0.03888468557365835
169,213,0.00036090908500941804
169,215,0.002987093210958122
169,225,0.5109303850677931
169,232,0.23154843846789686
169,243,0.7187723787577461
169,246,0.7202289266136074
169,257,0.2127196804196373
169,258,0.25092260088534546
169,259,0.2720181060322009
169,262,0.5646408336272084
169,263,0.7898469030042532
169,270,0.8205170234063761
169,271,0.37859222643872537
169,272,0.0015463566339687243
169,274,0.7706478936072546
169,276,0.27980914418075836
169,277,0.005993635974945087
169,279,0.6331863091636082
169,284,0.21547775208157194
169,288,0.10368495935749922
169,297,0.23372013345390824
169,298,0.5601479846829872
169,302,0.33966407424310296
169,305,0.014636613462233595
169,307,0.19327504400289475
169,316,0.0605872592424649
169,321,0.333864121546865
169,323,0.49284345437627186
169,329,0.7680071663930568
169,333,0.13967148903377413
169,334,0.0073830306757940445
169,340,0.6297462105745767
169,348,0.6510583458222016
169,355,0.2896368910935772
169,359,0.4980337595366622
169,360,0.02781369288595993
169,362,0.6389068603330919
169,363,0.04210113548519128
169,364,0.9577915328486384
169,366,0.502944422943269
172,246,0.14777242199315585
172,262,0.15718920443649576
172,266,0.006167150238138946
172,317,0.2698504761695263
173,177,0.009270915225725799
173,197,0.04542970562982063
174,199,0.01522778175255457
174,204,4.649065259213657e-05
174,239,0.38596080464781046
176,388,0.5050505208836034
177,229,4.007914851063409e-05
178,272,2.1505147473061e-05
178,288,0.021881888886680752
178,333,0.21646312099292997
179,236,0.24123400095810932
179,263,0.015728089667249732
179,264,0.011612460321232199
180,255,0.5949653148429304
181,355,0.18404318793424437
184,185,0.04411487704010782
185,251,0.3180302096680613
186,223,0.005736098170672448
188,206,0.007944490445178717
188,213,6.42420562508099e-05
188,220,0.6843921174587514
189,192,0.05641125264446297
189,235,0.8347883441231679
190,217,0.5080832947466208
190,265,0.4022180909989171
190,272,1.859246905470497e-05
190,321,0.25680322078474843
190,398,0.0012513539865207726
190,401,0.7248723609517627
192,235,0.08076306915128799
192,270,0.0002842077057364081
192,279,0.17603366661481815
192,332,0.5990389167100817
192,343,0.8466060608976739
192,350,0.058671526345770296
192,355,0.0320326644343266
192,358,0.016894557053581227
195,232,0.14985634941949233
195,236,0.049352558529399036
195,244,0.18812658487868483
196,212,0.5565150318657214
196,246,0.01502705335917905
196,272,1.1419163152463996e-06
196,284,0.34864875919833294
196,316,0.0590419782885232
196,334,0.835183501510827
198,203,0.0017050125557935378
198,205,0.14178276322273087
198,211,0.01774545056088457
198,224,0.2549412733057511
198,232,0.2252412301275175
198,238,0.11043177975530036
198,246,0.000240857287766749
198,255,0.106296598609317
198,258,0.0021117581827078615
198,259,0.06317624565867244
198,265,0.0333673111275898
198,268,0.9624705175092978
198,272,5.298127857577891e-05
198,280,0.2104965362038944
198,284,0.19541759069118883
198,298,0.2591586820171611
198,315,0.892287225845134
198,316,0.019823951647599276
198,324,0.3391773006452059
198,327,0.003141920679820893
198,336,0.36263595682029187
198,350,0.0035306716529878153
200,204,0.0007388642381395083
201,272,2.9715336742478973e-05
202,221,0.0645398199703372
203,208,0.2051149300492687
203,229,1.9600077287627123e-05
203,230,0.015595804460574628
203,236,0.06795323752778198
203,238,0.069633797274992
203,254,0.19744557380014993
203,265,0.02226052934033407
203,272,3.21485920967711e-06
203,305,0.031953545883167865
203,342,0.4452752835600575
203,346,0.4132843543398991
203,355,0.17228154668967313
203,360,0.015557339950569021
203,363,0.013903529110867034
203,369,0.4561635811935467
203,373,0.4940052187976051
203,379,0.020045415123062824
203,386,0.93707299798553
203,387,0.342133089875051
203,391,0.17399455735630048
203,392,0.6427341953879409
203,398,0.00048250562219156665
203,403,0.6317258229345194
203,406,0.1651865645239603
203,409,0.3479965515203195
203,415,0.8441665086803989
203,420,0.6153275265944749
203,430,0.2633857574169429
203,432,0.9307835794738921
203,436,0.7221396148487397
203,446,0.11946333933539656
203,447,0.2142040486298211
203,451,0.36109851759334943
203,452,0.09272834129740681
203,454,0.2790179957247268
203,455,0.00010206682350018777
203,457,0.3178730680393275
203,460,0.016448635359751954
203,470,0.10712625648801594
203,487,0.28266037858235116
203,490,0.44884248086620027
203,507,0.2681247398834199
203,525,0.14035780479244753
203,530,0.1356641659492437
203,535,0.08906353374510197
203,542,0.01453160574771728
203,554,0.014376947731624764
203,559,0.24144938369574934
203,564,0.41010878665887696
204,208,0.00022425207755752725
204,213,7.6203037486335e-05
204,214,0.012172855019455102
204,236,0.14999529351814544
204,253,0.009387489586352188
204,257,0.034740876977683875
204,258,0.001422491912093026
204,259,0.6601774873164397
204,260,0.062115205480132385
204,261,0.600997118815334
204,262,0.0694911516743292
205,305,0.01666704435062004
205,379,0.025445229062819572
206,220,0.14884008213633562
206,229,6.389927165152081e-06
208,336,0.01943416289709736
208,354,0.2095900325096136
209,232,0.0705091122551581
209,256,0.0003099695079190011
209,257,0.24420483510300078
209,259,0.0014478456368070295
209,260,0.47044725964253004
210,227,0.4954666204236676
210,236,0.045486811582996105
211,222,0.13591889729397505
211,223,0.05871682534331821
211,253,0.03862009530834991
211,259,0.002911230524428784
211,265,0.0004893279788438122
211,280,0.18302016337803176
211,292,0.6681015844545337
211,293,0.9583966621610509
211,327,0.00161251450361618
211,331,0.4605477786360779
211,372,0.5696721127346113
211,398,0.00044996918952021396
211,485,0.36016512055993477
212,215,0.00125434017855819
212,220,0.08540151110559903
213,226,0.03513241472067668
214,229,1.3683809687546774e-05
215,223,0.0002991933420887326
215,232,0.0038553152358577094
215,236,0.0008711798790648112
215,247,0.007909103255284732
215,257,0.10232421542621066
215,258,0.010473208601992412
215,269,0.7909026429900918
215,274,0.1327504701991723
215,285,0.16540434424591544
217,238,0.030090389211776165
217,535,0.25742635160048294
217,709,0.4093141879954687
218,229,5.261571439220288e-08
218,246,0.00026672572211300453
218,266,0.004285203107183277
218,281,0.5874864617174229
219,285,0.0738150877796997
222,232,0.004249909262504538
222,259,0.00025466205932260885
222,265,0.00373016204768895
222,284,0.13927466701747968
222,302,0.027530640924234528
222,322,0.0601082822908241
222,352,0.37393689023431176
222,367,0.9514546281314036
222,403,0.1798106389544528
222,452,0.06339541502444199
223,232,7.474096396630524e-05
223,236,0.004372520235095689
223,239,0.030765935987303174
223,246,0.009555524195742284
223,253,0.0037590282042351654
223,257,0.00878749903359643
223,259,1.0383809466543911e-05
223,266,0.12281314854420794
223,272,3.2154848037219838e-06
223,284,0.04212265457347304
224,226,0.035084032450457985
224,280,0.3549831001372474
224,340,0.23399613867745778
225,226,0.05716980595105694
225,296,0.2746138715423234
225,340,0.07628041300252461
227,236,0.0017618179877823264
227,272,9.901353082924264e-06
227,323,0.08621250252312135
227,360,0.004858729870737888
227,385,0.9640028347571813
227,414,0.13700664776334365
227,415,0.10733960908786588
227,473,0.6987480293417692
228,231,0.2942571887788573
229,280,0.22033043790502135
229,300,0.049199903451822076
229,327,0.005069656079615585
229,335,0.03245821574238372
229,357,0.15433970961378385
229,385,0.001576422604095052
229,392,0.15269567867687142
229,394,0.5197592869660504
229,395,0.12020708999720306
229,409,0.49343770730880626
229,432,0.03885603651760609
229,447,0.3853174833352645
229,459,0.7269088159166655
229,482,0.3420544797095204
229,485,0.3136234375189986
229,502,0.8966411593244246
229,508,0.22924035025870293
229,512,0.06362483648737827
230,429,0.12541120206058143
230,430,0.021379526871286036
230,454,0.015820866762678788
230,491,0.9171597588536031
231,277,0.13486250835625754
231,334,0.10609213341934187
232,236,1.562121962695628e-05
232,246,0.0036340024862313415
232,247,0.08934095605902119
232,256,0.5559035123357227
232,258,0.00745443548130749
232,259,1.214101278233845e-06
232,265,0.001394470693402926
232,269,0.03892415725771607
232,272,1.588148379506538e-07
232,283,0.9874928697954244
232,284,0.01884917957437278
232,303,0.5772501857674406
233,260,0.10273711707913613
234,322,0.7280301067620532
235,318,0.3725443003033736
235,343,0.06878626515843841
235,350,0.11039883208043616
236,246,0.004294996416495122
236,259,2.5370055815160987e-06
236,278,0.8751744896404737
236,289,0.25047299124677014
236,310,0.026030848548360783
236,323,0.14864828026275156
236,388,0.3236777932938387
236,403,0.10836982262373086
236,454,0.02071726868546127
236,463,0.7863883824188309
236,490,0.5185886993208643
236,507,0.5835514643024917
237,610,0.694944252191913
238,241,0.6999561240919607
238,254,0.20619725639807485
238,265,0.0001670809247936636
238,272,2.1293122974286354e-07
238,316,0.2528676631628772
238,319,0.36520054203113383
238,336,0.002446867732842922
238,348,0.06950645078575848
238,371,0.28097790991125027
238,419,0.36040128833742435
238,430,0.05328103638939474
238,435,0.5512530494288391
239,259,2.1938563840274348e-07
240,340,0.015686590606751635
240,341,0.09757547626483631
240,343,0.052725335732545495
240,356,0.40310749421981507
241,244,0.762830016743177
241,430,0.0007271162233733322
242,395,0.028079863138664205
242,542,0.11507005474420293
242,607,0.07298347811470977
242,616,0.38795699958414964
242,670,0.7108518634518759
242,714,0.1466071950758353
243,316,0.018623114232374883
244,432,0.02497956456904555
244,501,0.6162421166074806
245,265,7.490607935730612e-05
245,385,0.020821872647252368
246,257,0.01360455870893034
246,259,2.7454952016976566e-08
246,272,4.764789250107439e-08
246,274,0.06070971080720196
246,279,0.06871210651869888
246,287,0.5149148668358035
246,289,0.18445070283910722
248,249,0.9783020659057757
248,250,0.9539179377250873
248,256,0.02686147577063872
248,266,0.00023306997906636333
249,250,0.01596099529207688
253,262,0.19520051479601003
253,290,0.029394081974699726
254,360,0.00042765270366909526
254,613,0.24224456966619745
254,629,0.5153397851198712
254,637,0.4230030811769069
254,664,0.4397503203036923
254,750,0.7255069368146807
255,259,3.6730786117051964e-08
255,271,0.35149317490275167
255,280,0.01088583158601819
255,289,0.37364672246421987
255,324,0.17413428867096903
256,257,0.0027499041690025377
256,266,5.48805475264935e-06
256,272,7.407742091684494e-09
256,287,0.2942047776650359
256,289,0.02839409828484531
256,308,0.26612117584904776
257,269,0.12395695357771293
257,274,0.0170119069004483
257,284,0.022840666146425253
258,259,1.7930801773841275e-09
258,268,0.03279227936093578
258,269,0.0055233835073722785
258,274,0.014195248706456692
258,280,0.010497149607899754
258,288,0.02551351601091971
258,289,0.005112307747533597
258,316,0.06000292621025916
258,318,0.11795419010602816
258,335,0.32789613118504873
258,349,0.025891269824289496
258,350,0.009551594958916282
258,376,0.3397076183263601
258,398,0.00011800160168618908
258,409,0.04637280747651116
259,262,0.004158088076118368
259,265,6.784456985453907e-06
259,274,0.004481266590671588
259,285,0.4212499219887276
259,289,0.03589823849129594
259,298,0.03372292365087591
259,314,0.8900097175606899
259,316,0.008233561236773152
260,273,0.7999639562794647
261,549,0.9630579279756495
262,295,0.07082707678481615
265,284,0.011101121717185398
265,288,0.003598123853852999
265,298,0.09463514462807589
265,316,0.006564363843847286
265,321,0.2520631533726916
265,336,4.546761256652581e-05
265,398,0.0001280043049835748
265,404,0.4900260447885879
265,463,0.1533401904099213
267,269,0.0028038700033707143
270,284,0.005431141792767773
270,290,0.8254970814010314
270,318,0.22636497364080022
270,336,0.0038531929950962798
270,350,0.007443379586715125
271,272,6.583683031317611e-09
272,279,0.01858336597312313
272,284,0.00048240120176157823
272,289,0.0671234992571955
272,299,0.7506322154159233
272,307,0.04012341794193062
272,309,0.8785278963590231
272,316,2.563645818291809e-05
272,321,0.0172027608326487
272,346,0.2949691540855248
272,347,0.2932793245318077
272,360,1.087895395194835e-05
272,363,0.022279164761373135
272,369,0.24740147767711293
272,379,0.005431294679381592
272,380,0.17403831977503306
272,384,0.32808503303173936
272,385,0.010828262355854205
272,387,0.36666589596812627
272,388,0.09844541132725285
272,391,0.2845870466054996
272,395,0.031032034984037588
272,397,0.5598282284813961
272,398,4.478601500326512e-06
272,407,0.23743903188190338
272,414,0.01615789564779585
272,415,0.0004322190140013591
272,425,0.6536537388919289
272,427,0.38409168615106126
272,428,0.403028266345553
272,429,0.05900349818189617
272,430,5.544381278236584e-05
272,433,0.28877411974599065
272,440,0.8325048181410025
272,441,0.09957262892030333
272,446,0.08513194858730605
272,447,0.23795070126211845
272,448,0.8305155256951247
272,457,0.00038630336924746735
272,459,0.2383745214014884
272,461,0.7485341406936392
272,462,0.530805573469755
272,464,0.8944912907049224
272,470,0.013624142400869912
272,474,0.32355261430516813
272,482,0.2886086727996326
272,486,0.33783587068260046
272,491,0.05412454057948645
272,493,0.1875582397229939
272,495,0.0025738946054516165
272,498,0.2508815545843427
272,504,0.10324621627425645
272,518,0.4368445148981077
272,526,0.12222830682156782
272,527,0.10722733326982603
272,535,0.061666084055841695
272,537,0.28943306554053305
272,546,0.7232888477768686
272,547,0.9592617119330653
272,549,0.024646991498291426
272,551,0.17188327997635
272,559,0.18180686380049238
272,567,0.2975856584662482
272,569,0.7089358936143461
272,585,0.08938277045009013
272,616,0.184239573374752
272,690,0.8543878469117077
272,729,0.6614187404979215
