ID,1,2,3,4
113,0.568464998,0.659163765,0.044860237,0.921182023
114,0.187152314,0.755166274,0.034138329,0.131565718
115,0.916010842,0.71325965,0.137195203,0.635386479
116,0.101622852,0.864348924,0.80120048,0.977202772
117,0.226430306,0.586687043,0.627363119,0.061554718
118,0.261295753,0.193862486,0.555629927,0.646697049
119,0.433658787,0.806464077,0.494519521,0.329162551
120,0.437388886,0.986843069,0.54916066,0.380805134
121,0.913687738,0.481376851,0.59012197,0.623097356
122,0.459864408,0.451595697,0.463032417,0.379772193
123,0.951629114,0.875492473,0.791025377,0.462466881
124,0.650351275,0.837348501,0.858184798,0.538423339
125,0.941972298,0.481089164,0.760741774,0.795351334
126,0.62826075,0.442280963,0.400556134,0.826735457
127,0.201521319,0.046291753,0.076839589,0.888083463
128,0.983122674,0.571369061,0.085990313,0.999631951
129,0.49747828,0.243523049,0.318690104,0.756036536
130,0.340723232,0.387950225,0.465376179,0.335523126
131,0.070840486,0.706286711,0.214536159,0.752577869
132,0.129142561,0.006084809,0.984555129,0.852977564
133,0.608742895,0.586717687,0.90844273,0.532113874
134,0.537750387,0.530947256,0.006208585,0.013208567
135,0.161553442,0.430044927,0.527542142,0.009847019
136,0.722086126,0.577806274,0.74779353,0.101848642
137,0.378785209,0.529351004,0.393165154,0.135733214
138,0.914701599,0.709531943,0.528723422,0.144390352
139,0.511735066,0.643940799,0.060070648,0.179791678
140,0.772598098,0.31814259,0.343816157,0.46664453
141,0.164375627,0.654784637,0.362182335,0.874063333
142,0.663227836,0.668920976,0.653546538,0.195905734
143,0.867227374,0.34997093,0.860269206,0.110056429
144,0.844787672,0.90506028,0.330004583,0.183090839
145,0.546819356,0.33661148,0.640867127,0.627522062
146,0.887043687,0.055853253,0.027470793,0.293057564
147,0.208285894,0.498859918,0.837616651,0.904670816
148,0.986579147,0.288674252,0.317835197,0.803444566
149,0.16839561,0.912738967,0.742579315,0.026450763
150,0.159156545,0.743549983,0.010890068,0.318668819
151,0.846645947,0.532823261,0.737774909,0.979809963
152,0.243466879,0.3193811,0.585528265,0.784181455
153,0.151410476,0.359761516,0.598718415,0.164722324
154,0.16796039,0.06537652,0.82664559,0.070420706
155,0.885039821,0.140382255,0.375045124,0.35834635
156,0.371367331,0.475496773,0.992645942,0.697449939
157,0.599961079,0.496510852,0.20531426,0.128068499
158,0.153518508,0.177721602,0.385330437,0.576926807
159,0.058730897,0.449296515,0.959041767,0.025189079
160,0.221206227,0.230492427,0.001297042,0.514686984
161,0.003438652,0.557715664,0.988175358,0.247683455
162,0.746659936,0.832638903,0.990048042,0.654219601
163,0.75090134,0.494283743,0.998667869,0.309064752
164,0.095953146,0.719730754,0.498680049,0.918622498
165,0.898652811,0.952122693,0.682115007,0.213152054
166,0.858875929,0.944053368,0.796122511,0.488706478
167,0.836743263,0.502166171,0.770829536,0.910617669
168,0.026041693,0.62204962,0.913704998,0.48935415
169,0.024847028,0.293324486,0.48477116,0.511201832
170,0.632268867,0.099947859,0.977215431,0.554103417
171,0.924991986,0.898712756,0.35371369,0.457333142
172,0.911322898,0.489974011,0.544722489,0.708274717
173,0.254096686,0.893072564,0.194702794,0.782885656
174,0.65266678,0.740103785,0.34300965,0.770331918
175,0.376080977,0.742793225,0.352987332,0.041467885
176,0.535333922,0.688233453,0.872037449,0.771635292
177,0.877223182,0.081696657,0.41453874,0.008604235
178,0.469834206,0.388564873,0.155284034,0.778191709
179,0.036939427,0.379822247,0.733098768,0.526959178
180,0.993924194,0.280459109,0.095277934,0.285717076
181,0.111771729,0.109802197,0.49646231,0.201320267
182,0.636706632,0.308753416,0.585290314,0.264514417
183,0.410961528,0.563734902,0.254974971,0.044335811
184,0.036688648,0.463672012,0.791482337,0.793893397
185,0.953131769,0.060402757,0.808713679,0.229088961
186,0.227856809,0.068184736,0.767742017,0.612994754
187,0.80573084,0.694594654,0.43974437,0.481548567
188,0.785795705,0.614890868,0.808336047,0.49006715
189,0.643485956,0.184635129,0.243246465,0.154417271
190,0.322312936,0.116753477,0.170119617,0.471202033
191,0.136788032,0.424780867,0.944699534,0.359957739
192,0.245418625,0.892391713,0.384502354,0.224543915
193,0.036610338,0.14808401,0.644467494,0.359019178
194,0.211916488,0.812716111,0.284220174,0.197423081
195,0.696285798,0.769660824,0.003506945,0.423321657
196,0.94227942,0.965913814,0.977052791,0.17734755
197,0.095419686,0.463361125,0.229164201,0.845581561
198,0.821394869,0.543343108,0.114603134,0.6306936
199,0.246526561,0.213853534,0.35359095,0.04623745
200,0.007580211,0.98459072,0.737805509,0.973051846
201,0.867370353,0.498176995,0.694311055,0.743562153
202,0.205671014,0.392272055,0.186171329,0.114458575
203,0.21317899,0.525613054,0.133274517,0.616189144
204,0.462021594,0.656700394,0.290489582,0.326837173
205,0.400303189,0.126570576,0.819252804,0.867838058
206,0.319409659,0.83137074,0.378128194,0.999003251
207,0.61641843,0.891998673,0.83217018,0.915302113
208,0.782887818,0.55635481,0.904614244,0.161093215
209,0.38920801,0.784476208,0.400506818,0.013941185
210,0.531763545,0.950983655,0.913193922,0.344100588
211,0.249968574,0.077765393,0.094714824,0.264624297
212,0.53199922,0.190752963,0.616584676,0.119090678
213,0.833518654,0.48102035,0.338914336,0.014129443
214,0.198741862,0.176051212,0.662363292,0.639222111
215,0.664645628,0.300651137,0.211613261,0.042373172
216,0.229281051,0.499552961,0.515295135,0.831082002
217,0.49603987,0.321058669,0.817234268,0.36024507
218,0.127705298,0.677040864,0.605354701,0.271589058
219,0.903194876,0.450083517,0.42212279,0.270374245
220,0.724289768,0.769035992,0.126772047,0.623485334
221,0.830008786,0.3552129,0.410683932,0.264630802
222,0.116000005,0.743111118,0.195737057,0.936164613
223,0.844701034,0.640629308,0.857259147,0.487892937
224,0.768965195,0.619129991,0.238241233,0.677246039
225,0.067206195,0.440669729,0.365343988,0.379887344
226,0.96354899,0.704768619,0.625715013,0.413541284
227,0.670871511,0.899374356,0.658785578,0.057324003
228,0.858313487,0.378710599,0.842771302,0.990024629
229,0.589309153,0.065093221,0.697024341,0.787230026
230,0.339582213,0.967728176,0.747592285,0.055327819
231,0.614312259,0.603047879,0.435415689,0.167274097
232,0.87242307,0.630475438,0.671396574,0.94007332
233,0.728810989,0.020450588,0.877818916,0.800875862
234,0.829883807,0.352329179,0.724296807,0.662368709
235,0.776740103,0.393300084,0.366073457,0.515429634
