Source,Target,Weight
132,133,0.35907699247068703
10,101,0.002856010027840369
134,130,0.07453949214294711
29,4,0.12013330207634632
109,79,0.02663200723829124
135,6,0.7222699240163941
11,45,0.0049664746985894305
45,35,0.11128069629883192
30,136,0.043132699555856524
47,34,0.1716093241237431
137,138,0.6666712138560409
20,136,0.6513256273053778
81,120,0.718729927227273
114,139,0.9900798273023143
140,5,0.14640839276472192
6,34,0.18510987694888878
65,15,0.30213465342807977
5,57,0.031488160872073956
89,62,0.8523259358409397
57,124,0.11079376930978224
130,1,0.8080699327267047
141,142,0.06541113361374595
141,65,0.45626176051542355
92,112,0.0011266928910037776
119,64,0.5638644507947823
143,32,0.04767135212141711
36,72,0.30231298159671555
144,32,0.017491564787671818
145,49,0.5518018607586876
33,143,0.9689918224330171
146,9,0.17388210098633186
144,102,0.026043718332411456
48,43,0.03766805919639895
69,32,0.01083002831549757
88,96,0.0014574625429821053
98,126,0.030788814767079144
147,63,0.1807138704578584
9,48,0.04175814630580895
92,148,0.20870915401845502
83,133,0.025574514541981966
35,45,0.2706973019461004
141,14,0.13964424693231825
2,47,0.010573133058291698
129,43,0.08156793134783578
66,33,0.10497275686134769
49,118,0.2198904636371357
27,101,0.00016969536326647163
149,95,0.9337904906338884
10,91,0.18798359242952664
57,48,0.13453253625628112
1,20,0.015978681833851024
102,43,0.0007133065194836343
150,4,0.43915631470141897
111,21,0.6850590194348648
151,20,0.0014541198637826923
119,80,0.6756618508447993
46,115,0.17661235180103715
35,151,0.9833562115246115
21,119,0.6386819354192614
123,25,0.7167076525842654
111,78,0.5821962872989613
113,12,0.13620013043887913
90,75,0.43174903371446827
111,25,0.11922260144819981
152,82,0.6909776799716698
114,153,0.06022051009483931
154,112,0.0005701555639143739
155,76,0.471791903551935
36,105,0.03455659155796062
156,24,0.06786246505847891
62,139,0.004336128054635128
151,47,0.002967310141813816
123,73,0.19921897750982093
103,47,0.00023190550024470368
29,66,0.3033245297075802
8,20,0.00031965237148078854
114,113,0.7137785304335076
13,120,0.19517220684919612
130,157,0.42570127098644495
126,11,0.02719741442925695
157,140,0.2299783499924538
99,77,0.39496797413393775
2,17,0.33378620977478723
7,32,0.0009645664462329989
10,158,0.6420204023550133
115,30,0.009723686083959383
123,159,0.5386837209907599
101,57,0.050526474321973845
160,63,0.09816991242137575
114,72,0.032801393899859935
79,52,0.644132018520054
135,101,0.001397683679559562
25,125,0.2563766630470654
135,161,0.39747549011136174
8,47,0.0002671774140864004
45,34,0.012885354714495569
57,76,0.044079098691041235
126,92,0.9349274758150089
48,100,0.13410789680446486
46,162,0.5541857573709862
33,40,0.7469598060242596
36,112,1.249659043834586e-05
39,163,0.5021777587400152
132,127,0.26911299332658345
164,79,0.03812851663375712
6,123,0.6666569688639649
96,165,0.10473212675909471
77,124,0.005869594143452335
29,73,0.4130149946746593
1,120,0.03583431073195678
62,94,0.23016394316063105
57,47,0.00035922331738736827
9,43,5.692971770964674e-06
126,76,0.00515477827748544
72,126,0.0012750303427238414
130,166,0.8364337112609901
118,167,0.38956158997561474
168,39,0.5728483444641178
111,140,0.5580085327868168
139,169,0.28326785271697874
39,103,0.13672488758053902
60,27,0.022480198386911884
10,34,0.011913909142567717
134,17,0.03444448138522115
170,20,0.00043498720258476755
73,143,0.010243076950586565
36,102,0.10148900839712334
20,171,0.8413632063071774
118,38,0.191023827622494
78,20,2.7191726548579123e-05
39,3,0.19746540859015319
19,98,0.1118220990525762
130,111,0.0426281131713984
172,104,0.8611765165117559
161,47,5.949493588790559e-06
59,148,0.08802350076722171
5,67,0.40986401674497097
10,105,0.0117211295636324
157,92,0.015118793663396237
173,32,0.004457746809396557
165,126,0.00019563559328452016
130,5,0.037213479205127326
168,30,0.06832305297821407
45,99,0.5621881752439439
142,174,0.4580190079118944
175,113,0.164316111392838
26,111,0.00046197711928855475
176,177,0.45841467727814755
147,114,0.00717751901691714
23,7,0.013234409741387359
33,32,7.182106920276394e-05
151,178,0.8234015348717295
173,112,9.976518560603541e-07
72,20,7.620042267148903e-05
15,179,0.3694800178959683
139,114,0.0944406451924592
91,34,0.00018327464226750834
77,58,0.2960166458406322
137,79,0.0002951092251354384
180,92,0.006506050779691916
39,86,0.5487779059487159
61,35,0.014518296997162037
5,68,0.05316542109232055
74,181,0.818341158331795
21,78,0.24187983750864991
25,17,0.0241860394040813
30,49,0.2141429577891614
46,126,0.0005853128976949746
20,102,0.08937811294321082
134,174,0.2529250962413372
80,22,0.020800464165768136
118,36,0.3257466088166686
91,104,0.01861859260762526
78,4,0.4297728875575717
80,115,0.13848460499299828
34,98,0.01402008800681503
11,92,0.016052708096936152
18,38,0.02378539517767256
92,10,0.4827472956780259
10,6,0.012946762155929605
20,99,0.18674332574347613
86,49,0.1751844913723452
72,131,0.8730091965870878
16,20,2.3757380849842836e-05
18,88,0.8987006978784188
95,33,0.08371604693607944
163,63,0.07421738265010192
92,21,0.08069064710792484
120,72,0.008318964688298023
90,182,0.1322091000004868
156,27,0.02222681180760299
40,183,0.307361729543133
102,19,0.6655718035299374
4,130,0.3009618131668479
11,101,8.541735728552307e-05
92,157,0.11733071548966725
92,37,0.31954000204153693
22,184,0.547494894562724
103,89,0.21412244138053182
130,82,0.02442707789380044
185,33,0.02395526456226993
123,130,0.5724179140971576
180,58,0.21262335765749288
96,3,0.030355681569461234
151,186,0.5003069190525699
12,80,0.035886187756733724
103,12,0.0003961539605376703
7,187,0.33879453969815565
8,32,0.00018586690381860757
35,72,0.008187474274029619
135,188,0.3978469936795632
87,25,0.1490787319825428
31,41,0.025981757397367963
128,114,0.07519873779618731
150,35,0.012972744759451536
17,32,1.4674388061733493e-05
165,67,0.0343730837994547
4,114,0.015373711452421552
105,98,0.0015136879824577815
134,73,0.0240538103327654
18,144,0.6304537186986472
6,125,0.027890577699207133
126,150,0.27609349011377005
180,77,0.0260572176595085
71,37,0.25639878291992146
5,35,0.0017951459259482818
8,102,0.02377010224946656
36,79,0.0006060172267682516
100,48,0.05005627161819408
173,105,0.007728281536831262
142,141,0.19689950018988644
141,189,0.3150786847743633
11,99,0.026663477028738933
190,44,0.014821034815475793
22,191,0.6194956775876331
192,26,0.08570495900650299
115,27,0.009721662996917272
143,122,0.05825215619329514
149,32,2.0883560352031357e-05
193,97,0.1043905057434759
75,98,0.00012944317298995613
194,16,0.7194209431137809
169,175,0.1882077365341629
96,195,0.3514082906148681
45,72,0.0013794255805018574
40,63,0.038498124441400675
131,112,6.915346206206096e-06
196,25,0.004610967903034425
173,53,0.5011253338229196
20,109,0.3928128783971692
21,103,0.0715491445670408
1,4,0.006793403522809324
72,99,0.04250947544209573
129,6,0.03349886659594588
22,53,0.053968302066457155
40,29,0.8757496588897078
182,32,4.3246599316635063e-07
26,125,0.036096300698277996
191,197,0.4689741213826961
154,25,0.008007838507436334
32,71,0.03262566983371963
150,10,0.2736639509905452
7,23,0.36752689340051925
20,73,0.011223982220784483
139,113,0.06136768841151061
72,198,0.690964489667112
169,168,0.41284933580792404
6,58,0.006515454730190259
34,92,0.0035712334102373164
19,102,0.02337579709501539
113,153,0.3454643261834528
78,111,0.0001581656912528999
46,180,0.08447189243770303
150,3,0.004598783137215899
122,143,0.004918029413868973
34,69,0.1325731842107565
74,24,0.030212744231165545
62,169,0.029436175770937524
43,48,0.0005645476792180287
74,33,0.032170713395942664
123,88,0.02764628619682535
79,1,0.011017051300058974
72,92,0.017048710278590087
65,172,0.4441923369087182
191,22,0.002738314544699417
170,79,0.000746461969829909
130,105,0.004647100566739027
191,168,0.5770536975159634
46,72,0.0008657208089266376
4,111,8.971851195921429e-07
118,111,3.505656543860951e-07
128,121,0.08120229523454858
136,33,0.0011301734446873197
15,146,0.8704787476535721
146,8,0.49724743966062135
5,72,0.0002497861880605695
186,151,0.006163176265359121
77,150,0.5642200746217619
191,21,0.17593530367502516
97,16,0.04078240881834355
170,7,0.0008196569453604302
57,140,0.12021845925303859
199,198,0.2580849821016163
103,73,0.02019986475715222
105,4,0.001106620176760257
137,106,0.7941620623269627
71,144,0.21742737575413007
126,34,0.0002503280522348817
142,127,0.4860153471467683
150,45,0.004540062725727538
125,77,0.04977079753011106
120,102,0.0027142431894698754
152,134,0.9809203603504707
11,52,0.27753716694084396
123,112,2.1000265453654675e-06
80,200,0.4345553845835465
200,80,0.020536292933852538
2,33,0.001745407894278839
182,20,5.823719454504659e-06
123,1,0.014641564556528822
78,157,0.2817232169917986
156,79,0.000162543848260059
36,120,0.042965852685174215
46,113,0.006974059742675873
195,53,0.005702885380758524
49,136,0.16770678509624376
132,201,0.20871331093008072
191,87,0.304294827623733
22,119,0.013528050186656494
180,76,7.830396870873225e-05
120,127,0.04464355008526587
142,152,0.3230535040192726
70,32,2.3615950792335088e-06
142,102,0.0004654017400646968
154,10,0.08049813481064443
102,42,0.013635593874356717
123,101,0.00045987702104657104
93,97,0.19020476566873395
111,53,0.009072763086272124
173,17,0.025307742564225633
192,188,0.18748747408027316
22,21,0.03520994943316404
119,56,0.1583459980877415
202,125,0.022372398379771948
136,66,0.1730660084536638
141,151,0.010422906674247584
74,109,0.322223521532221
57,77,0.0024073464081802772
76,98,0.0010598177475434963
98,34,0.00013335524058656352
145,33,0.00011913313516391373
14,189,0.35051084524931564
5,51,0.40349510114681447
63,62,0.08027422182815797
201,132,0.7127161723959069
123,8,0.0029515222240467163
203,6,0.0015503794881992486
156,40,0.1237755056794512
4,32,8.819481492110559e-07
74,73,0.003894294963300408
139,4,0.0029329686145271954
55,54,0.9652436419382707
72,27,0.004957358397480716
59,104,0.03859334098595168
130,68,0.45279668279896035
97,36,0.04601801147859211
1,68,0.04667441879967956
165,105,0.0008421755923687036
118,191,0.13579302825749293
115,83,0.46160982204806533
35,77,0.0016537973941368215
182,89,0.19310765175968325
72,112,1.072528022766341e-05
204,138,0.09514305061665744
128,86,0.0968942874690224
96,56,0.3400653158989193
95,79,2.5721267909230655e-05
90,46,0.21626557784396938
15,189,0.2461638237420714
29,136,0.030050641835775903
30,115,0.002195832801187551
29,86,0.17982459001124262
115,21,0.01295783004717178
132,80,0.2416607700355736
92,34,0.00014506115744438821
82,40,0.04594334461079729
103,140,0.07087348663581358
35,112,2.8076462624917707e-06
173,79,4.526813190426258e-06
141,172,0.15670389346932612
148,72,3.866709226714058e-05
66,40,0.00455549687667032
48,68,0.00246523500863541
175,89,0.19359411123336012
185,143,0.006781087708246009
12,119,0.003515296065682673
89,114,0.0015935062597443117
109,137,0.7131094709498835
5,120,0.0012471884659842581
90,205,0.767939333108493
61,11,0.017490206308476128
92,77,0.0005754719446230817
78,92,0.005483665653949799
126,77,4.777512551644877e-06
46,41,0.00515596425516209
151,35,0.0035564803712188646
22,80,0.010017995452079837
82,151,5.2276480133013465e-05
62,128,0.09301499546663991
21,111,2.605973164952226e-06
36,20,2.036233822027193e-05
135,206,0.32707981550241405
65,189,0.058538296861755344
35,11,0.0019496193269847083
26,56,0.11525821269400556
57,61,0.21988047580570957
30,103,0.22119734651465328
97,98,0.00042377721712343974
136,37,0.14135445584325523
24,7,0.0008519123691461396
158,76,3.199918766859423e-05
45,92,0.000204488456122015
30,29,0.055755304843725484
35,43,0.0003045191403568247
42,29,0.052071299781148425
90,72,2.4637391351212648e-05
109,46,0.0016963284066965304
180,126,0.00024799996566331835
20,98,1.343855347519639e-05
78,68,0.002351886283141115
156,96,0.26738185093688915
150,112,2.2012563096480846e-07
49,120,0.0009673633361573867
126,104,0.028318669982350407
58,57,0.55703709964345
120,136,0.048277370731563914
92,72,4.776020336665125e-06
24,21,0.007983215307282451
73,103,0.5590354772342515
185,149,0.9823223002942268
175,169,0.5204013949285751
18,32,7.350221426499628e-07
45,151,2.737901460496273e-06
84,207,0.8085001319709798
123,208,0.379487793757711
136,73,0.003430100958074899
115,68,0.0020581809787703358
35,6,0.006772018088783748
115,46,0.00033293329283681604
96,112,9.519904396700623e-09
123,16,0.09563525285886326
29,80,0.010885532365954938
45,57,0.12645536024345588
165,34,5.1168169782256425e-05
71,32,5.715640898236383e-07
25,154,0.3387585176364063
141,82,0.13207987698025353
28,209,0.6080744371674749
15,154,0.19856549847650837
98,188,0.002962317403669644
39,105,0.00037386272939598565
115,40,0.0007183292599461765
6,180,0.36265568642034346
5,19,0.08909834868088704
58,98,1.4119403680143916e-05
195,24,0.015642803465676224
34,48,0.0019289744274578644
168,191,0.0355878090529121
118,63,0.004008651578964907
80,119,0.013315053652237866
173,71,0.006984119841799755
5,29,0.00790711971651047
21,104,0.049929266324898414
198,47,4.638140283165705e-05
114,1,0.0020930523599415594
15,141,0.08036226056115389
89,11,0.002238581957005818
72,34,2.4208242260164267e-05
103,48,0.012974823485282358
210,73,0.0008311105857780963
40,27,0.0019208456026552916
45,105,0.00019160178298272115
22,133,0.14859587200957658
166,104,0.0020609898070037525
102,103,0.009287460795951318
150,101,0.00013188102632064272
21,191,0.04206548911302312
39,4,9.226727693590725e-05
154,72,3.841034814243724e-06
165,47,4.113242336951469e-05
20,112,1.4518616836998544e-07
191,200,0.3471180558544265
36,13,0.732405194198548
102,136,0.003926888247485879
119,201,0.6113112226495058
87,191,0.08340656617881152
6,203,0.044620398662975846
120,36,0.2915105759958705
52,71,0.05248367175805179
158,10,0.15810135852515006
7,72,1.7154628360772423e-05
79,32,2.4322936361045543e-07
201,42,0.042179842584259795
98,35,0.0009724847497218589
89,147,0.36741209161554866
111,5,0.0018334632778365175
47,72,6.470257066457822e-06
130,140,0.014575900060429033
4,72,1.2508927977795066e-06
96,211,0.7412273330428043
165,72,1.325066549679813e-06
169,62,0.03754020136850157
40,212,0.934423757090738
102,115,0.026498893477345284
40,82,0.12747726030544138
167,160,0.9490058667265866
10,154,0.12224291017038268
33,75,0.42034712264231416
83,80,0.001314066018299837
21,127,0.10124415189305284
114,112,1.4431695556852799e-08
20,105,1.1375955102253752e-05
149,185,0.004626015137888184
19,89,0.08294648863918148
154,107,0.19644680234718967
35,99,0.05960469618656877
5,25,0.001776800293992247
82,33,2.2424969727355714e-05
200,191,0.006559844321365903
21,80,0.003823841885912176
48,72,3.385464570110366e-08
112,27,0.000283271917961562
17,53,0.002659245772639236
188,32,3.359224627524409e-08
17,68,0.00015632414941532262
73,130,0.004503614844208587
113,41,0.01358098972127933
27,96,0.01895147278934536
149,79,6.7242739356311e-07
58,180,0.12449307168642978
123,198,0.0432376426731962
33,142,0.2892768498523741
21,128,0.06662115132037744
139,62,0.015957486499852028
119,133,0.04983969038931447
6,68,3.5766635180685483e-05
22,30,0.02632056441848799
36,137,0.059042642570034436
9,100,0.04288909601026727
58,124,0.007066113007756384
103,136,0.055157229626592766
69,100,0.01182195354049803
147,160,0.02963247948165993
174,142,0.32203486636984147
191,80,0.00017785420966803534
1,144,0.08458452652011551
136,130,0.0002141351782197339
21,40,0.0389449677138318
20,52,0.03646497962037339
154,101,0.0006296628900863461
21,19,0.051419226159797715
119,188,0.39464656350434435
165,68,2.8042330365338506e-05
136,140,0.005766125555402635
191,201,0.10190030186350628
202,25,2.625745909719187e-05
135,158,0.287825494360545
73,122,0.007273839639650821
150,34,1.7840738439828643e-06
23,79,3.3341993625252026e-06
11,89,0.0016308928074012408
4,105,1.5965156099440195e-05
32,79,4.7097880135057105e-08
182,195,0.4154340995605884
152,73,0.00018725625093407507
156,105,2.031022149308246e-05
40,81,0.3175640162114186
92,99,0.003963098157986539
16,8,0.173102986836746
15,14,0.0479552840957584
33,123,0.027317047791721172
23,71,0.003758404740839254
170,164,0.8745750797197219
103,25,0.00025122946716036156
130,120,0.0022160584305598117
46,153,0.10262235073931776
156,47,9.582889269751038e-06
99,124,0.012234558034053758
123,6,0.001978143703929793
136,100,0.004379988608259795
175,46,0.0001149226348236742
8,144,0.014596726680411976
135,71,0.09583874941967152
126,61,0.24187837308053853
96,40,0.016203561107743972
121,114,0.0012671210647054074
57,68,1.2542782304167287e-05
135,202,0.9747060887939669
5,71,0.032084967915557205
141,154,0.21730464425759285
130,20,4.445007143110857e-05
176,32,1.1163370120532548e-07
120,5,0.08416459482144914
29,109,0.12094246411042645
6,104,0.0011660432988197238
136,106,0.18109272936018178
23,26,0.07005117693453361
46,139,0.004337945609349511
8,69,0.21517621598034525
136,71,0.003340150296633521
74,48,0.010050695907738797
71,25,8.227046489873839e-05
64,25,0.00014288591989710864
36,118,0.2895989777342479
80,29,0.005448145478363785
9,194,0.27986262750856716
19,30,0.05286728071157391
173,1,0.013787810333079333
11,68,1.923604820528164e-06
175,139,0.0009389082977189322
16,43,4.184299746116355e-06
191,133,0.08108845582154033
115,72,4.775059126388667e-08
136,79,2.4115603139173242e-06
178,30,0.04007777162065743
151,33,5.108692997726324e-05
136,213,0.6905223805748175
63,163,0.35633975977170657
57,150,0.13670297172505338
16,111,2.1885133207567746e-08
30,80,2.6183825107296686e-05
26,25,5.723050749341347e-05
49,80,3.744675918280762e-06
150,214,0.8753240314979119
166,130,4.134846356567697e-05
82,81,0.2415249939350806
34,72,1.7797244539702729e-09
182,1,0.02249050169714559
168,25,1.8905478998909665e-05
119,191,0.018128524804971145
149,134,0.0020043735245225637
81,44,0.00864708451190458
137,148,0.285210843105502
118,200,0.045704835536498234
17,173,0.303426752136297
40,80,4.270949449029499e-06
168,49,0.018580486837409534
41,105,6.433929398949528e-06
114,101,2.4215298352289327e-05
29,49,0.0008618522677481008
89,169,0.008920875727218565
215,85,0.08775595483219494
69,48,0.0004039284066476566
75,43,1.1470253648505758e-06
102,68,3.586889136586171e-06
103,39,0.16039416791057204
16,194,0.3926460498876167
59,3,0.0009417815972063553
92,76,0.00014759548297966352
45,107,0.08455210859645002
6,105,2.636764320327136e-07
72,36,0.11639372964565968
76,57,0.07183009143387734
149,148,0.23128135059067984
157,111,5.5180155073686296e-08
192,202,0.015566145352496745
90,99,0.007326814153810695
185,89,0.21061356178081056
8,180,0.18567025411402632
18,84,0.862664591043958
115,23,0.10243664316918029
79,23,0.13460142643317874
130,40,0.011971120086041634
33,166,0.09196963518735093
206,92,0.0004424436316977805
78,118,0.4693894106600893
103,30,0.00737525925456364
103,142,0.04161308778508025
216,217,0.2695902431183751
20,19,0.12883548955666796
201,80,3.7410719560374237e-07
33,20,8.654438636221903e-07
5,79,7.171117571065823e-08
1,192,0.8336572830468895
27,99,0.0046875109630229615
23,88,0.01585328402331225
15,197,0.211476986835459
6,79,4.3027649262164754e-08
98,101,8.607749862692718e-06
4,46,0.00011448460442438303
5,32,1.1249470870526363e-10
20,182,0.2512641453167544
130,102,0.00434806730221129
19,1,0.0014803944923523337
92,11,0.0026003574068186094
6,19,0.006790204256802334
114,47,1.380400119430244e-07
4,75,0.0778676766248515
175,114,0.0002702744719999532
78,100,0.0022701918228372896
6,11,0.0013191435190169863
120,44,0.017442787366573228
6,1,0.0018182919127963486
1,130,4.888878773437782e-05
109,74,0.5404865556823042
98,105,3.5357707213051643e-08
209,25,3.901152104844541e-06
40,37,0.09579794767889577
40,105,4.08767936322361e-08
180,158,0.011887942247272888
22,140,0.0005017679534690518
17,159,0.17436678698379038
20,48,0.0004407966494265339
142,82,0.008291160178093507
34,45,0.13529069247264833
33,134,0.0037750444940315214
194,9,0.011518785827511138
49,12,0.024875740564405
59,28,0.5126512907305569
4,47,4.722491536964585e-09
29,130,1.082210216121728e-08
24,23,0.11341846265351162
154,99,0.0036950229046610206
124,98,0.00020062638600742226
29,104,0.000121274250221611
195,99,0.0004824343376678078
180,6,8.969007597867e-06
80,49,0.004051851990412219
88,211,0.1119635951769985
93,92,0.00030446327972073734
17,203,0.8714711558883188
17,152,0.5797909113311206
189,197,0.24234361936466708
129,48,0.0018256354701318112
25,120,8.269021227471759e-05
1,93,0.051375112881098056
102,1,0.0001146492234818981
12,141,0.4371311556187336
157,51,0.08765006662162546
66,22,0.007637704160484607
86,39,0.2648043385308259
144,19,0.030170436477627786
24,71,0.02781085507005463
57,43,3.2171995025884177e-06
92,36,0.08271099691574278
114,29,0.001308216762204624
114,46,0.00023491465010830816
43,129,0.13849512827291632
24,33,1.794283693407413e-05
140,20,1.9644683490721132e-07
144,79,1.7473581849088508e-08
72,47,8.112002474267502e-09
75,112,2.2650361526720402e-07
99,101,9.683707040450894e-07
25,82,0.009105642841845025
21,115,0.025830215438478354
195,40,0.007248750540238777
150,107,0.0022901183463603053
76,92,0.0002290232124513915
82,149,0.017556514600744855
20,63,0.0003048199859434395
45,4,8.911859691914777e-06
2,164,0.07565849088522467
201,50,0.021934721257745787
129,16,0.020334033060274207
140,47,1.2973628410383185e-09
74,47,1.9984023905717768e-09
62,160,0.012964272667940093
19,144,0.018379219298848344
8,42,0.27975421589943544
180,25,1.1185054757312507e-05
40,24,0.00868595581398368
18,19,0.01716938754680536
113,62,0.007106786186224985
96,54,0.032601904045144875
172,154,0.05572713743836942
101,76,1.309543439195175e-06
77,126,0.00035969880279600094
195,79,4.944527457541735e-08
5,90,0.6871194796010924
192,157,0.03750298781984412
158,135,0.21950684139939536
64,50,0.04940090401680741
92,4,1.9610855038257963e-06
18,79,3.932914783608754e-10
126,48,0.0005009031698635868
93,73,9.698479054901753e-06
30,163,0.03301723364184291
160,104,1.4786768783705269e-05
98,47,1.12945569960177e-10
23,40,0.00148399481598263
89,109,0.021820256956963314
48,9,0.0018042836351530498
19,6,9.92866889534673e-06
194,54,0.00036243508616755663
151,141,0.24135212598599234
90,4,1.3286990437727197e-06
93,126,0.00019349776239256287
25,5,0.003134349534149561
124,180,0.18341567122587984
158,161,0.22461929306158715
114,147,0.5214714800400442
27,195,0.07919030544618452
16,171,0.1567813729156521
128,21,0.0015221826091979546
12,115,0.004947928913992149
178,151,2.3517706543097897e-06
120,4,1.5489221879255471e-09
130,36,0.007905795306758782
31,106,0.02163195041291696
10,126,1.4365146576037112e-05
150,47,1.121394051634311e-09
47,112,7.380884992644817e-08
201,64,0.36538834246686175
198,199,0.7045606756935241
102,144,0.015420223418662896
20,107,0.0006792206499906374
36,26,0.3501688857205378
8,68,5.931587860412029e-06
130,4,3.798688743644831e-09
103,49,0.009192061853793083
139,68,3.987574672785414e-06
146,5,0.009737411124134749
31,11,1.394965108260661e-06
6,101,5.719399596127241e-07
75,90,0.308407135820103
216,188,0.008602646306194388
17,142,0.2422819584699192
63,147,0.009259718076205948
90,131,0.10954563986112498
5,101,5.143317902424227e-08
92,47,4.6858234616132286e-11
48,36,0.07929201246481658
48,3,0.0012150519992979098
115,47,4.928961509906773e-12
62,113,0.013864511840667913
119,21,0.000602658908899014
140,111,7.465746608022867e-09
13,70,0.3421491606379377
136,98,9.973297428783124e-05
59,77,1.0770000386840794e-05
2,112,3.5322692518402784e-08
151,105,3.501672448751493e-08
179,14,0.6333910950724543
28,25,1.0108428737629813e-06
33,12,0.024824456512289365
49,103,0.000731020844950417
115,7,8.58675279104771e-05
152,142,0.0015291944163288538
143,134,0.006355869411755492
16,71,0.018606776502796706
101,77,1.7898728498955759e-06
157,37,0.036616264763540136
40,136,0.00010316421153348028
39,136,0.00023253583127048763
98,25,3.6483207489593446e-07
32,20,1.5372130864307732e-07
99,27,0.0018107468061452983
132,64,0.03651863805930565
176,218,0.68544060310184
22,29,0.0015928974949548315
115,97,0.03942169266085599
191,64,0.028865413292154876
165,112,5.636583195892664e-11
20,47,3.866958423669856e-13
115,102,0.00017108775727457592
123,33,1.2036624400113829e-05
141,33,2.1730351332359015e-05
101,124,0.0005454297712922162
186,15,0.266218551075592
33,25,5.240503798472908e-08
24,5,0.0030225389476343243
96,7,4.758949647199008e-06
4,68,4.876293268160882e-07
130,72,3.75063845440455e-09
174,82,0.003981063934115448
62,147,0.07840597356926785
20,7,8.408581598577218e-05
77,98,2.208908873880614e-05
154,47,2.714251636490775e-13
5,102,0.0004591597956005334
27,79,1.6471548804891528e-10
6,61,0.0474662287331043
118,157,0.1083376708501675
102,79,3.724080089932956e-11
139,153,0.25773071663948155
143,33,1.9887039026669576e-06
35,101,1.8809120728060792e-08
46,34,1.528830795541176e-06
34,10,0.0015936618630525837
21,24,0.00011035166009204275
78,47,1.189392915349744e-12
93,180,0.049139925159699
135,219,0.4869951865551271
120,71,0.004710352326903494
24,181,0.045707407211518974
48,16,0.08642502861120636
162,160,0.002929517245933486
6,72,6.4151758928184226e-09
120,148,0.04175726505481104
6,98,9.356392801128105e-07
206,135,0.7316224499967845
105,3,0.000462935918586378
148,104,1.5458237256140592e-07
32,144,0.001398555721208969
140,21,2.5287223881903217e-05
81,136,1.8249052298474234e-05
12,82,0.003374570871785426
